id_cliente;nome;email;telefone;cidade;estado;data_inicio;valor_mensal;status;data_nascimento;idade;faixa_etaria;inadimplente;faixa_valor
345;Natália Freitas;leonardosilva@yahoo.com.br;41 4075-3634;Mendes da Mata;DF;26/03/2025;63.98;adimplente;30/11/1995;30;19-30;0;0-80
346;Igor Castro;eloaharaujo@freitas.com;+55 21 8007 3335;Ferreira Paulista;AP;27/11/2024;185.3;adimplente;23/03/1959;66;60+;0;161-200
347;Heitor Teixeira;pcostela@da.br;+55 (081) 2802-6064;Rezende Paulista;BA;21/08/2024;174.13;adimplente;22/11/1968;57;46-60;0;161-200
348;Ana Sophia Lopes;isadora20@yahoo.com.br;(071) 2844-0270;Cavalcanti dos Dourados;CE;01/02/2025;128.31;adimplente;18/05/1974;51;46-60;0;121-160
349;Srta. Yasmin da Costa;thomas31@santos.org;+55 (071) 9273-6689;Costela;MS;15/04/2025;181.22;adimplente;27/01/1960;65;60+;0;161-200
350;Valentina Nascimento;joao-guilhermenascimento@da.org;+55 51 8065 0892;Lopes;RR;16/06/2025;114.34;adimplente;08/05/1964;61;60+;0;81-120
351;Sabrina Ramos;vinicius06@lopes.br;0500-430-5811;Nogueira;SC;23/10/2024;168.43;adimplente;27/05/1973;52;46-60;0;161-200
352;Elisa Campos;melobenjamin@yahoo.com.br;(084) 3820-3210;Correia;RO;17/11/2024;102.58;adimplente;02/12/1955;70;60+;0;81-120
353;Igor Novaes;qsales@da.br;(084) 8841-5315;Moraes;RR;05/09/2024;64.66;adimplente;05/08/1995;30;19-30;0;0-80
354;Sr. Gabriel Moura;gabrieladias@silveira.com;+55 81 1166 5520;Moreira;AL;07/12/2024;88.18;adimplente;30/09/1986;39;31-45;0;81-120
355;Maria Vitória Martins;da-pazlorena@pires.net;0500-820-5627;da Conceição Paulista;GO;08/10/2024;186.51;adimplente;01/02/2000;25;19-30;0;161-200
356;Emanuella Cunha;azevedoluna@bol.com.br;+55 71 6802 7137;Pires;PR;25/10/2024;92.49;adimplente;29/10/1958;67;60+;0;81-120
357;Ana Gonçalves;qpires@ig.com.br;(021) 4644 0455;Barbosa;MA;02/08/2025;111.3;adimplente;25/08/1990;35;31-45;0;81-120
358;Thales Monteiro;naraujo@monteiro.br;21 5343 3657;Campos;RR;30/05/2025;50.82;adimplente;19/12/2006;19;19-30;0;0-80
359;Sr. Henrique Barbosa;psantos@cardoso.com;84 4128-2027;da Luz;PE;04/04/2025;136.7;adimplente;12/01/1997;28;19-30;0;121-160
360;Beatriz Pereira;joao-gabriel36@araujo.br;(031) 5142-8019;Cunha;MA;07/06/2025;127.96;adimplente;17/12/1973;52;46-60;0;121-160
361;Cecília Silveira;da-pazdaniela@lima.org;(071) 3286 9034;Dias;RJ;19/07/2025;148.18;adimplente;07/04/1979;46;46-60;0;121-160
362;Sra. Isabel Lopes;clariceramos@viana.com;71 0956 2216;Azevedo;MG;19/12/2024;111.33;adimplente;16/01/1998;27;19-30;0;81-120
363;Yuri Nunes;da-matabenicio@nunes.com;11 9470 8882;Barbosa;TO;26/12/2024;73.22;adimplente;06/11/1984;41;31-45;0;0-80
364;Marcelo Martins;mpinto@cardoso.com;+55 (061) 3105 3198;Sales da Prata;PR;15/12/2024;89.2;adimplente;05/07/1959;66;60+;0;81-120
365;Fernanda Dias;enrico99@gmail.com;0500-704-6674;Nunes;PE;16/08/2024;113.53;adimplente;20/10/1974;51;46-60;0;81-120
366;Gustavo Pereira;maysaazevedo@gmail.com;61 8049 7252;da Cruz;AL;23/06/2025;141.78;adimplente;13/12/1971;54;46-60;0;121-160
367;Sabrina Cardoso;ugomes@yahoo.com.br;(051) 5171 1395;Melo;PR;12/05/2025;163.25;adimplente;14/07/1970;55;46-60;0;161-200
368;Dra. Julia Lima;cunhahelena@almeida.com;+55 (061) 8303 7159;Nascimento do Oeste;BA;07/08/2024;132.82;adimplente;01/08/1957;68;60+;0;121-160
369;Maria Fernanda Duarte;mda-luz@ramos.org;11 0445-9376;Moraes da Mata;AC;30/03/2025;122.37;adimplente;23/05/1974;51;46-60;0;121-160
370;Pietro da Mota;ramosjoaquim@goncalves.com;0800-423-0666;Ferreira da Mata;CE;24/05/2025;133.86;adimplente;16/03/1964;61;60+;0;121-160
371;Igor Melo;ybarros@hotmail.com;+55 81 4932-2695;Souza da Serra;RR;08/02/2025;88.07;adimplente;04/02/1980;45;31-45;0;81-120
372;Maria Vitória Souza;silveirajoao-vitor@da.org;+55 (061) 7315 3035;Costa dos Dourados;MS;22/04/2025;136.65;adimplente;21/11/1971;54;46-60;0;121-160
373;Dr. Thomas Cunha;bda-mata@rocha.com;(021) 0010-0434;Cardoso do Amparo;AL;10/06/2025;160.37;adimplente;02/12/1996;29;19-30;0;161-200
374;Srta. Ana Júlia Pereira;cunhasarah@yahoo.com.br;+55 11 1344-3741;Nascimento;RR;15/11/2024;162.17;adimplente;16/07/1967;58;46-60;0;161-200
375;Isabelly Porto;ana-julia16@duarte.com;(051) 3172-9564;da Mata de Minas;AC;01/10/2024;167.47;adimplente;02/02/1993;32;31-45;0;161-200
376;Sra. Mariane Pereira;sabrinaalves@uol.com.br;(031) 0584 3952;Moraes;MG;10/11/2024;65.04;adimplente;31/12/1961;64;60+;0;0-80
377;Isabelly Moura;rcavalcanti@melo.net;0800-200-6782;Sales;RJ;23/06/2025;110.08;adimplente;30/03/1977;48;46-60;0;81-120
378;Yuri Barros;talmeida@azevedo.com;51 3820 5618;Costela;RS;31/03/2025;170.13;adimplente;08/12/2002;23;19-30;0;161-200
379;Joaquim da Costa;ffreitas@fernandes.br;0300 022 0696;da Rosa;AL;16/06/2025;74.11;adimplente;17/02/2007;18;0-18;0;0-80
380;João Miguel Rocha;vitor60@bol.com.br;+55 84 3813 6473;Barros;ES;11/11/2024;170.66;adimplente;26/07/1994;31;31-45;0;161-200
381;Ana Julia Ramos;vieiramaria-eduarda@sales.com;+55 11 8731 3735;Jesus Paulista;PE;31/12/2024;120.75;adimplente;18/07/1968;57;46-60;0;121-160
382;Lívia Oliveira;kamillycardoso@aragao.net;+55 (084) 4289 1774;da Luz;AC;05/10/2024;63.22;adimplente;02/01/1984;41;31-45;0;0-80
383;Davi Luiz Aragão;lara84@uol.com.br;61 3748 0294;Jesus;PE;09/01/2025;83.27;adimplente;04/06/2000;25;19-30;0;81-120
384;Vinicius Carvalho;lucas-gabriel05@viana.com;41 3520 9933;Nogueira;RS;18/05/2025;141.35;adimplente;15/02/1973;52;46-60;0;121-160
385;Isabel Souza;carvalhobryan@rezende.org;0900 270 6215;Castro de Nascimento;TO;14/07/2025;189.6;adimplente;30/08/1971;54;46-60;0;161-200
386;Carlos Eduardo Silva;usilveira@da.org;+55 (084) 5643-3628;da Costa;RS;11/10/2024;142.09;adimplente;11/11/1960;65;60+;0;121-160
387;Evelyn Rezende;oliveiraanthony@yahoo.com.br;+55 (084) 0520 4699;Dias;MS;20/10/2024;92.97;adimplente;14/06/2002;23;19-30;0;81-120
388;João Lucas Novaes;ana-clara13@gmail.com;+55 84 2037-7670;Carvalho do Sul;MG;26/06/2025;191.86;adimplente;18/11/1991;34;31-45;0;161-200
389;Dra. Nina da Mata;eloah64@ig.com.br;0900-841-5398;Costela da Mata;PI;16/10/2024;146.04;adimplente;22/03/1968;57;46-60;0;121-160
390;Alice Moraes;samueloliveira@almeida.br;41 7446 3456;Cavalcanti do Campo;PR;21/05/2025;51.61;adimplente;13/02/1961;64;60+;0;0-80
391;Sarah Farias;alexandrecardoso@rodrigues.com;71 3864-6225;Silveira;PB;24/05/2025;92.9;adimplente;03/08/2004;21;19-30;0;81-120
392;Rafaela da Rocha;samuelaraujo@cavalcanti.br;71 6507 3978;Costela de Correia;RO;30/11/2024;167.59;adimplente;20/10/1961;64;60+;0;161-200
393;Helena Oliveira;da-rochamirella@ribeiro.com;+55 71 5488-1375;Azevedo de Fernandes;PI;13/03/2025;127.37;adimplente;27/10/1986;39;31-45;0;121-160
394;Heloísa Santos;igornunes@bol.com.br;+55 (081) 7410-5692;Azevedo Grande;RS;02/10/2024;142.28;adimplente;15/05/2004;21;19-30;0;121-160
395;Ana Luiza Monteiro;goncalvesjoao@ig.com.br;31 1785-0138;Almeida do Galho;SP;17/02/2025;103.96;adimplente;31/07/2007;18;0-18;0;81-120
396;Luiz Henrique Azevedo;joao-gabrielrodrigues@ig.com.br;+55 (011) 6037 0297;Pires;AC;22/08/2024;196.35;adimplente;25/10/1999;26;19-30;0;161-200
397;Maria Fernanda Rocha;mariaramos@ig.com.br;(051) 3936 4883;Sales do Amparo;SP;14/04/2025;199.52;adimplente;09/10/1971;54;46-60;0;161-200
398;Caio da Rocha;diasaugusto@bol.com.br;11 9640-3628;Costa;PA;09/06/2025;102.97;adimplente;26/02/1972;53;46-60;0;81-120
399;Diogo Nunes;cauaramos@correia.br;+55 (021) 3565-0486;Barbosa;AP;09/08/2024;110.82;adimplente;20/08/1989;36;31-45;0;81-120
400;Vitor Gabriel Moura;joanapereira@uol.com.br;+55 84 2672 7572;Cunha de Novaes;MG;18/02/2025;127.66;adimplente;13/06/2001;24;19-30;0;121-160
401;Emilly Pinto;marcelo82@da.com;+55 21 9250 2875;da Conceição da Serra;AL;11/01/2025;187.88;adimplente;19/04/1958;67;60+;0;161-200
402;Isis das Neves;brenolima@hotmail.com;41 3405-6841;Nogueira;PE;02/04/2025;92.67;adimplente;11/06/1957;68;60+;0;81-120
403;Maria Cecília Cardoso;da-cunharenan@bol.com.br;0800-749-9146;das Neves do Norte;MG;22/03/2025;187.25;adimplente;17/05/1976;49;46-60;0;161-200
404;Kaique Jesus;joaocastro@melo.br;71 9242-1734;Peixoto;PE;19/12/2024;102.12;adimplente;19/10/1982;43;31-45;0;81-120
405;Ryan Souza;das-nevesyago@gmail.com;(031) 1729 9746;Ramos;PB;10/09/2024;83.94;adimplente;25/02/1990;35;31-45;0;81-120
406;Maria Julia Aragão;rafaelvieira@yahoo.com.br;+55 (051) 9125 8083;Alves do Oeste;GO;26/12/2024;118.21;adimplente;14/05/1971;54;46-60;0;81-120
407;Rodrigo Pereira;juan07@bol.com.br;(071) 3339 6127;Costa;TO;10/09/2024;136.24;adimplente;07/03/1984;41;31-45;0;121-160
408;Cauã da Rocha;biancanogueira@bol.com.br;+55 (041) 8033 1852;Correia;RO;06/01/2025;76.26;adimplente;10/03/1962;63;60+;0;0-80
409;Yago Aragão;yagoda-costa@hotmail.com;+55 84 4243-7478;Teixeira do Campo;RS;17/10/2024;65.97;adimplente;10/02/2001;24;19-30;0;0-80
410;Vicente Gomes;ajesus@uol.com.br;+55 81 6258 5540;Pinto;AM;23/11/2024;125.48;adimplente;07/02/1977;48;46-60;0;121-160
411;Caio Vieira;thiago96@yahoo.com.br;+55 21 3246 7857;Jesus;MA;11/07/2025;192.05;adimplente;22/07/1961;64;60+;0;161-200
412;Julia Lopes;vianajoao-gabriel@barbosa.com;+55 31 5210-7265;Cardoso;MA;09/03/2025;193.51;adimplente;07/05/1959;66;60+;0;161-200
413;Bianca Cardoso;barroscecilia@yahoo.com.br;31 5645-1778;da Mota da Prata;RR;18/04/2025;171.97;adimplente;11/01/1956;69;60+;0;161-200
414;Stella da Luz;mcorreia@nunes.br;+55 (061) 2867 2811;da Rosa;TO;12/06/2025;87.52;adimplente;19/11/1967;58;46-60;0;81-120
415;Srta. Elisa da Cruz;dribeiro@bol.com.br;+55 11 7236 4299;Moura;PA;09/05/2025;194.91;adimplente;30/01/1957;68;60+;0;161-200
416;Amanda da Luz;bruno15@bol.com.br;31 0758-8123;Jesus de Nogueira;TO;14/08/2024;122.54;adimplente;12/10/1985;40;31-45;0;121-160
417;Emilly Ramos;bbarbosa@uol.com.br;+55 (061) 6110 9590;Teixeira;MT;14/09/2024;163.62;adimplente;10/06/1966;59;46-60;0;161-200
418;Raquel Oliveira;calebe49@sales.net;21 7610 2953;Costa da Prata;CE;04/09/2024;152.24;adimplente;24/02/2005;20;19-30;0;121-160
419;Rebeca Cunha;gustavocampos@silveira.com;51 9145 0153;Pinto Paulista;PR;09/11/2024;122.3;adimplente;22/06/1984;41;31-45;0;121-160
420;Bryan Teixeira;gcosta@martins.net;+55 31 0512 1729;Vieira da Prata;MG;20/09/2024;60.13;adimplente;01/11/1987;38;31-45;0;0-80
421;Pedro Costela;ramosmanuela@ramos.com;0500-659-4914;Ferreira;MS;17/09/2024;151.54;adimplente;23/12/1986;39;31-45;0;121-160
422;Ian Araújo;cviana@monteiro.br;+55 (011) 3541-7182;Silveira da Mata;RO;03/07/2025;170.02;adimplente;09/08/1970;55;46-60;0;161-200
423;Joaquim Peixoto;isadoraaragao@nascimento.com;+55 (084) 4625-7529;Moraes;DF;28/05/2025;193.32;adimplente;08/04/1961;64;60+;0;161-200
424;Sr. Bernardo Peixoto;nsales@gmail.com;+55 81 0578-9710;Novaes;AC;01/10/2024;130.35;adimplente;24/12/1983;42;31-45;0;121-160
425;Raul Carvalho;umonteiro@dias.com;(084) 1750 6679;Peixoto;BA;23/01/2025;87.24;adimplente;06/04/1999;26;19-30;0;81-120
426;Sra. Maria Alice Castro;kjesus@yahoo.com.br;+55 61 8214 6654;Nunes Paulista;AM;20/11/2024;109.84;adimplente;03/12/1976;49;46-60;0;81-120
427;Kamilly Cardoso;jmartins@yahoo.com.br;+55 51 6425 0954;Cavalcanti;RN;09/07/2025;61.4;adimplente;05/08/1991;34;31-45;0;0-80
428;Marcos Vinicius Costela;mnovaes@pereira.br;51 6519 2776;Costa de Monteiro;SC;03/03/2025;121.48;adimplente;21/11/1975;50;46-60;0;121-160
429;Pedro Barros;marcos-vinicius25@gmail.com;+55 (051) 1065 0752;Pereira do Campo;TO;06/01/2025;82.78;adimplente;19/02/1956;69;60+;0;81-120
430;Dra. Luiza Pinto;uviana@ig.com.br;0900 448 2490;da Paz;RN;22/10/2024;90.36;adimplente;18/07/1990;35;31-45;0;81-120
431;Clara Silva;marianealmeida@goncalves.br;(021) 5389 3280;Rodrigues;MG;07/05/2025;124.85;adimplente;10/09/1989;36;31-45;0;121-160
432;Srta. Ana da Paz;pedro83@monteiro.net;0500-029-0930;Barros;ES;04/09/2024;85.23;adimplente;21/11/1985;40;31-45;0;81-120
433;Dr. Juan da Conceição;ana-laura26@yahoo.com.br;71 5917-0836;da Cunha;RN;15/04/2025;180.91;adimplente;20/01/1989;36;31-45;0;161-200
434;Manuela da Rosa;wlima@martins.com;51 6920 4818;Castro;MT;24/04/2025;84.38;adimplente;15/03/1985;40;31-45;0;81-120
435;Vitor Hugo Duarte;gomesluiz-gustavo@ig.com.br;0500-083-7774;Freitas de Minas;AM;15/09/2024;175.45;adimplente;31/08/1975;50;46-60;0;161-200
436;Dra. Bruna Duarte;luna86@yahoo.com.br;+55 (011) 4935 2902;Almeida;CE;02/05/2025;73.4;adimplente;13/01/1998;27;19-30;0;0-80
437;Yasmin Azevedo;tfreitas@bol.com.br;0500 248 1729;da Rosa das Flores;RO;30/03/2025;67.98;adimplente;25/07/2000;25;19-30;0;0-80
438;Vicente Campos;ecosta@moreira.com;+55 21 5347-9457;Fernandes do Galho;BA;10/04/2025;151.37;adimplente;29/05/1963;62;60+;0;121-160
439;Evelyn Jesus;da-cruzpietra@gmail.com;84 6506 3923;Pereira dos Dourados;PA;02/12/2024;142.07;adimplente;10/01/1959;66;60+;0;121-160
440;João Vitor Costa;souzamaria-vitoria@gmail.com;31 4556-1946;Pinto;SP;21/09/2024;193.7;adimplente;03/05/1964;61;60+;0;161-200
441;Laura Ribeiro;ada-rocha@goncalves.com;(081) 3417-0732;Pereira de Goiás;CE;03/01/2025;105.68;adimplente;23/04/1979;46;46-60;0;81-120
442;Amanda Alves;antonio62@bol.com.br;+55 (041) 1228-3701;Vieira de Rocha;BA;16/04/2025;123.85;adimplente;24/01/1956;69;60+;0;121-160
443;Isabelly Gonçalves;zalmeida@yahoo.com.br;+55 51 6555 6315;Alves;AL;29/05/2025;180.32;adimplente;29/07/1963;62;60+;0;161-200
444;Ryan Duarte;marianacosta@caldeira.br;61 8999 5627;Oliveira de Sales;AC;16/03/2025;77.43;adimplente;01/10/1961;64;60+;0;0-80
445;Guilherme Teixeira;caue54@hotmail.com;(021) 3052-6206;Pires da Praia;PE;31/07/2025;92.04;adimplente;06/09/1987;38;31-45;0;81-120
446;Isaac Gonçalves;cauecardoso@cunha.br;(081) 6885-9865;Rodrigues;GO;07/04/2025;162.53;adimplente;06/02/1996;29;19-30;0;161-200
447;Vitor Hugo Silveira;melissaalmeida@pires.com;(031) 5272-0362;Freitas;MT;25/05/2025;58.12;adimplente;22/08/1969;56;46-60;0;0-80
448;Emanuel das Neves;mendesrafaela@rodrigues.br;21 8344 3716;Alves do Galho;RO;02/12/2024;121.75;adimplente;03/02/1959;66;60+;0;121-160
449;Maitê Peixoto;garaujo@uol.com.br;61 5760-2371;Moreira;RJ;20/08/2024;54.88;adimplente;13/06/1976;49;46-60;0;0-80
450;Carolina Novaes;yazevedo@uol.com.br;+55 41 8808 2198;Correia;SE;25/07/2025;109.06;adimplente;04/12/1991;34;31-45;0;81-120
451;Amanda Barros;diegonunes@uol.com.br;+55 (071) 0248-0773;Freitas da Mata;MT;28/10/2024;118.58;adimplente;21/10/1996;29;19-30;0;81-120
452;Enzo Gabriel Carvalho;moreiraguilherme@pereira.org;+55 (021) 6751 2468;Moraes;BA;21/12/2024;154.74;adimplente;01/05/1966;59;46-60;0;121-160
453;Sr. Paulo Farias;stephanyda-rosa@ribeiro.br;51 7736 9107;Moreira;PE;20/05/2025;97.35;adimplente;07/11/2006;19;19-30;0;81-120
454;Benjamin Silva;moreiraluiz-fernando@ramos.com;0900-692-3584;Pinto de da Mota;SP;26/06/2025;51.77;adimplente;12/09/1988;37;31-45;0;0-80
455;Erick Martins;ana-livia23@bol.com.br;0900-578-5486;Melo;PI;02/12/2024;106.91;adimplente;26/07/1998;27;19-30;0;81-120
456;Sarah Viana;luiz-felipe01@das.com;+55 11 9423 0389;Sales;SC;06/02/2025;98.82;adimplente;22/04/1984;41;31-45;0;81-120
457;Isabella Lima;otavioramos@correia.org;+55 31 6620 1174;Melo da Praia;RO;28/01/2025;78.07;adimplente;09/01/1984;41;31-45;0;0-80
458;Benjamin Moura;lucas66@barros.br;+55 71 8345 8631;Rodrigues;SC;31/05/2025;85.57;adimplente;26/04/1965;60;46-60;0;81-120
459;Isabel Souza;costelagabriel@ig.com.br;+55 (021) 4989 8799;Lopes das Pedras;GO;22/01/2025;193.78;adimplente;28/10/1976;49;46-60;0;161-200
460;Ana Lívia Azevedo;eduardo98@ribeiro.br;(041) 0166-9839;Silveira;CE;18/04/2025;104.89;adimplente;10/11/1962;63;60+;0;81-120
461;Luiz Henrique Fernandes;teixeirakaique@da.br;0800-157-7678;Porto Alegre;AC;11/06/2025;113.59;adimplente;03/01/1970;55;46-60;0;81-120
462;Leonardo Gonçalves;nsouza@aragao.br;41 1467 2303;Rocha dos Dourados;SE;29/09/2024;155.11;adimplente;16/03/1974;51;46-60;0;121-160
463;Ana Farias;scunha@azevedo.br;+55 61 2779-1202;da Luz;AM;01/06/2025;104.76;adimplente;01/09/1971;54;46-60;0;81-120
464;Yasmin Cavalcanti;meloana-beatriz@cardoso.br;+55 81 0989-8363;Rezende Alegre;AP;02/03/2025;91.94;adimplente;20/06/1991;34;31-45;0;81-120
465;Otávio Monteiro;erodrigues@hotmail.com;0800-515-2543;Costela;SP;05/11/2024;135.71;adimplente;10/12/1955;70;60+;0;121-160
466;João Barbosa;bernardoalves@ig.com.br;0800 515 6482;Novaes;AM;20/05/2025;152.9;adimplente;24/08/1998;27;19-30;0;121-160
467;Sophie da Luz;ana-livia65@azevedo.br;+55 (031) 1956-1930;Fernandes;MT;02/10/2024;158.12;adimplente;14/06/1986;39;31-45;0;121-160
468;Nina Lima;ydias@bol.com.br;+55 84 6353 6958;Correia;AC;12/03/2025;133.3;adimplente;08/06/1973;52;46-60;0;121-160
469;Isaac da Conceição;xcostela@yahoo.com.br;+55 (041) 9354 9701;da Rocha da Praia;PB;25/04/2025;79.41;adimplente;10/03/1994;31;31-45;0;0-80
470;Srta. Maria Sophia da Paz;moreiraemanuel@mendes.br;+55 (081) 6482 7671;Carvalho do Campo;PB;11/04/2025;120.95;adimplente;24/09/2006;19;19-30;0;121-160
471;Evelyn Farias;maite16@duarte.com;(031) 0837 4209;Oliveira;SC;02/12/2024;76.49;adimplente;14/10/1962;63;60+;0;0-80
472;Isabelly Barros;nda-paz@hotmail.com;21 1683 4551;Pinto de Goiás;PR;01/08/2025;70.17;adimplente;22/03/1961;64;60+;0;0-80
473;Carolina Carvalho;ana-vitorialopes@lima.com;+55 (011) 2123 7851;Rezende Grande;BA;28/01/2025;130.1;adimplente;13/04/1979;46;46-60;0;121-160
474;Sr. Lucca Viana;samuel34@pereira.br;+55 71 1333 3454;Duarte das Pedras;BA;31/08/2024;167.8;adimplente;08/09/1980;45;31-45;0;161-200
475;Srta. Pietra da Costa;martinscarlos-eduardo@bol.com.br;0900-809-1559;Duarte;MT;22/08/2024;87.65;adimplente;30/08/1956;69;60+;0;81-120
476;Dra. Clara da Conceição;silvadaniel@gomes.net;+55 11 0632 8244;Gomes;MS;05/01/2025;57.16;adimplente;22/09/1998;27;19-30;0;0-80
477;Letícia Mendes;joao-vitorlima@nunes.com;+55 21 7723-9917;da Costa;SC;23/05/2025;153.58;adimplente;21/03/2002;23;19-30;0;121-160
478;Natália Melo;ramosmarcelo@yahoo.com.br;+55 (081) 4485-5800;Nascimento Grande;MG;20/08/2024;82.32;adimplente;16/10/1984;41;31-45;0;81-120
479;Catarina Lima;gomescarlos-eduardo@ig.com.br;+55 81 0214-4361;Mendes;AC;19/01/2025;121.48;adimplente;19/12/1998;27;19-30;0;121-160
480;Srta. Mariane Cavalcanti;dgomes@da.br;(081) 3064-7353;Fernandes;PE;12/11/2024;117.48;adimplente;31/07/1977;48;46-60;0;81-120
481;Srta. Brenda Santos;emillydas-neves@gmail.com;(021) 0073 3950;Duarte;SC;22/09/2024;88.97;adimplente;13/04/1975;50;46-60;0;81-120
482;Alícia das Neves;novaesmaria-eduarda@lopes.com;81 2689-2778;Sales;BA;18/05/2025;134.05;adimplente;26/06/1984;41;31-45;0;121-160
483;Raul Dias;lorena93@caldeira.br;+55 61 8297 3552;Gonçalves;PI;19/01/2025;101.62;adimplente;31/08/1970;55;46-60;0;81-120
484;Augusto Azevedo;samuel31@rocha.org;51 3668 8140;Fernandes;PI;01/06/2025;68.19;adimplente;03/10/1989;36;31-45;0;0-80
485;Alícia Costa;maria-sophia19@uol.com.br;(041) 5224 4389;da Paz de da Mata;PR;05/02/2025;136.53;adimplente;20/04/1959;66;60+;0;121-160
486;Srta. Alexia da Costa;muriloda-rosa@yahoo.com.br;+55 21 2183-8192;Moura;AC;26/05/2025;76.18;adimplente;26/01/1982;43;31-45;0;0-80
487;Milena Araújo;bfarias@yahoo.com.br;(061) 0748-2364;Farias;TO;01/04/2025;103.27;adimplente;23/10/1961;64;60+;0;81-120
488;Raul Gomes;zgomes@yahoo.com.br;+55 (031) 4717 1203;das Neves;ES;17/05/2025;123.12;adimplente;05/07/1967;58;46-60;0;121-160
489;Thales Vieira;biancagomes@monteiro.com;11 9199-6389;Vieira;SE;14/06/2025;183.44;adimplente;02/06/1973;52;46-60;0;161-200
490;Benjamin Silva;paulo49@silva.com;+55 (061) 3798 4115;Rezende dos Dourados;AP;28/02/2025;142.05;adimplente;31/12/1965;60;46-60;0;121-160
491;Sra. Isabelly Santos;rafael25@uol.com.br;0900-184-1727;Oliveira do Oeste;AC;17/08/2024;144.76;adimplente;11/08/1994;31;31-45;0;121-160
492;Sr. Raul Fogaça;marina17@da.br;+55 81 8313 1679;Pereira da Praia;RR;27/09/2024;180.24;adimplente;03/05/1977;48;46-60;0;161-200
493;Maria Vitória Aragão;jcardoso@azevedo.br;(071) 8700-5677;Duarte;BA;23/11/2024;113.27;adimplente;27/04/1956;69;60+;0;81-120
494;Ana Laura Oliveira;qramos@hotmail.com;+55 (041) 4695 8226;Costela da Mata;AM;23/09/2024;110.72;adimplente;16/03/2001;24;19-30;0;81-120
495;Fernando Sales;agomes@azevedo.br;+55 21 7456-9699;Rocha de Carvalho;BA;17/11/2024;61.87;adimplente;11/10/1976;49;46-60;0;0-80
496;Raul Gonçalves;qda-cunha@gmail.com;(061) 0706 6453;Cavalcanti do Campo;MG;07/09/2024;84.23;adimplente;06/03/1979;46;46-60;0;81-120
497;Kaique Nunes;valentina86@fogaca.br;(081) 5307-1528;Lopes;SC;06/01/2025;147.95;adimplente;11/08/1983;42;31-45;0;121-160
498;Bárbara Almeida;ana-lauracosta@ribeiro.com;(011) 9202 2887;Pires;PE;21/01/2025;140.81;adimplente;16/02/1972;53;46-60;0;121-160
499;Paulo Costa;jesusana-clara@aragao.org;41 9231-5701;Martins de Mendes;PI;11/12/2024;90.69;adimplente;10/09/1967;58;46-60;0;81-120
500;Vitor Hugo Azevedo;castrotheo@gomes.br;+55 11 8107 9260;da Mata;SE;22/07/2025;167.15;adimplente;09/01/1975;50;46-60;0;161-200
